פתולוגיה ספציפית,Specific Pathology,0162-2115-02,רפואה/סיעוד - תכנית בסיסית,א',1200 - 1000,א',,,שיעור,"ד""ר ליפשיץ ליאורה"
בריאות העובד והסביבה,Environmental Health,0162-2117-01,רפואה/סיעוד - תכנית בסיסית,ב',1600 - 1400,א',,,שיעור,"ד""ר לחמי סער"
בריאות העובד והסביבה,Environmental Health,0162-2117-02,רפואה/סיעוד - תכנית בסיסית,ב',1000 - 0800,א',,,שיעור,"ד""ר לחמי סער"
סעוד המבוגר-מעשי,Clinical Experience in Adult Nursing,0162-2119-01,רפואה/סיעוד - תכנית בסיסית,א'#ב',#,#,#,#,עבודה מע#עבודה מע,
סעוד המבוגר-מעשי,Clinical Experience in Adult Nursing,0162-2119-02,רפואה/סיעוד - תכנית בסיסית,א'#ב',#,#,#,#,עבודה מע#עבודה מע,
סעוד המבוגר-מעשי,Clinical Experience in Adult Nursing,0162-2119-03,רפואה/סיעוד - תכנית בסיסית,א'#ב',#,#,#,#,עבודה מע#עבודה מע,
סעוד המבוגר-מעשי,Clinical Experience in Adult Nursing,0162-2119-04,רפואה/סיעוד - תכנית בסיסית,א'#ב',#,#,#,#,עבודה מע#עבודה מע,
סעוד המבוגר-מעשי,Clinical Experience in Adult Nursing,0162-2119-05,רפואה/סיעוד - תכנית בסיסית,א'#ב',#,#,#,#,עבודה מע#עבודה מע,
"סיעוד בגריאטריה, היבטים של בגרות וזקנה",Geriatric Nursing - Aspects of Adulthood and Old Age,0162-2121-01,רפואה/סיעוד - תכנית בסיסית,ב',1200 - 1000,א',,,שיעור,"ד""ר נסים שרה"
"סיעוד בגריאטריה, היבטים של בגרות וזקנה",Geriatric Nursing - Aspects of Adulthood and Old Age,0162-2121-02,רפואה/סיעוד - תכנית בסיסית,ב',1400 - 1200,א',,,שיעור,"ד""ר נסים שרה"
סיעוד במצבי חירום,Emergency Nursing,0162-3100-40,רפואה/סיעוד - תכנית בסיסית,ב',,,,,שיעור ות,
מבוא לאפידמיולוגיה,Introduction to Epidemiology,0162-3104-01,רפואה/סיעוד - תכנית בסיסית,ב',1000 - 0800,א',,,שיעור,פרופ חודיק גבריאל
מבוא לאפידמיולוגיה,Introduction to Epidemiology,0162-3104-02,רפואה/סיעוד - תכנית בסיסית,ב',1200 - 1000,א',,,שיעור,פרופ חודיק גבריאל
קידום בריאות,Health Promotion,0162-3150-01,רפואה/סיעוד - תכנית בסיסית,ב',1200 - 1000,ה',101,מקצוע בריאות,שיעור,"ד""ר עמית אהרון ענת"
קידום בריאות,Health Promotion,0162-3150-02,רפואה/סיעוד - תכנית בסיסית,ב',1000 - 0800,ה',106,מקצוע בריאות,שיעור,"ד""ר עמית אהרון ענת"
בטיחות הטיפול,Patient Safety in Nursing,0162-3152-01,רפואה/סיעוד - תכנית בסיסית,א',1000 - 0800,ה',101,מקצוע בריאות,שיעור,"ד""ר עמית אהרון ענת"
בטיחות הטיפול,Patient Safety in Nursing,0162-3152-02,רפואה/סיעוד - תכנית בסיסית,א',1600 - 1400,ה',106,מקצוע בריאות,שיעור,"ד""ר עמית אהרון ענת"
כלכלת בריאות,Health Economics,0162-3153-01,רפואה/סיעוד - תכנית בסיסית,א',1200 - 1000,ה',101,מקצוע בריאות,שיעור,"ד""ר ניסן אסתר"
כלכלת בריאות,Health Economics,0162-3153-02,רפואה/סיעוד - תכנית בסיסית,א',1400 - 1200,ה',106,מקצוע בריאות,שיעור,"ד""ר ניסן אסתר"
ניהול  הטיפול,Care Management,0162-3154-01,רפואה/סיעוד - תכנית בסיסית,א',1600 - 1400,ה',101,מקצוע בריאות,שיעור,"ד""ר אטד עופר#גב' רוזני ויאולטה"
ניהול  הטיפול,Care Management,0162-3154-02,רפואה/סיעוד - תכנית בסיסית,א',1800 - 1600,ה',106,מקצוע בריאות,שיעור,"ד""ר אטד עופר#גב' רוזני ויאולטה"
סיעוד מבוסס ראיות,Evidence-Based Nursing,0162-3155-01,רפואה/סיעוד - תכנית בסיסית,א',1800 - 1600,ה',101,מקצוע בריאות,שיעור,"ד""ר עמית אהרון ענת"
סיעוד מבוסס ראיות,Evidence-Based Nursing,0162-3155-02,רפואה/סיעוד - תכנית בסיסית,א',1800 - 1600,ה',101,מקצוע בריאות,שיעור,"ד""ר עמית אהרון ענת"
סיעוד מבוסס ראיות,Evidence-Based Nursing,0162-3155-03,רפואה/סיעוד - תכנית בסיסית,א',1000 - 0800,ה',106,מקצוע בריאות,שיעור,"ד""ר מלניקוב סמיון"
סיעוד מבוסס ראיות,Evidence-Based Nursing,0162-3155-04,רפואה/סיעוד - תכנית בסיסית,א',1000 - 0800,ה',106,מקצוע בריאות,שיעור,"ד""ר מלניקוב סמיון"
יצירות מופת בלתי נשכחות,Unforgettable Masterpieces - Elective Course,0162-4132-01,רפואה/סיעוד - תכנית בסיסית,א',1600 - 1400,א',106,מקצוע בריאות,שיעור,"ד""ר אריאל ננה"
גנטיקה,Genetics,0162-5017-01,רפואה/סיעוד - תכנית בסיסית,א',1000 - 0800,א',,,שיעור,פרופ בר נוי צביה
גנטיקה,Genetics,0162-5017-02,רפואה/סיעוד - תכנית בסיסית,א',1600 - 1400,א',,,שיעור,פרופ בר נוי צביה
אומדן פיסיקאלי בסיעוד,Physical Assessment,0162-7103-01,רפואה/סיעוד - תכנית בסיסית,א',,,,,שיעור,
אומדן פיסיקאלי בסיעוד,Physical Assessment,0162-7103-02,רפואה/סיעוד - תכנית בסיסית,א',,,,,שיעור,
מבוא לבריאות הקהילה,Introduction to Community Health,0162-7105-01,רפואה/סיעוד - תכנית בסיסית,א',,,,,שיעור ות,
מבוא לבריאות הקהילה,Introduction to Community Health,0162-7105-02,רפואה/סיעוד - תכנית בסיסית,א',,,,,שיעור ות,
כימיה וביוכימיה,Chemistry and Biochemistry,0162-7109-01,רפואה/סיעוד - תכנית בסיסית,א',1200 - 0800,ה',102,מקצוע בריאות,שיעור,גב' שמש הדס
תקשורת בין אישית א',Interpersonal Communication I,0162-7110-01,רפואה/סיעוד - תכנית בסיסית,א',,,,,שיעור,
תקשורת בין אישית א',Interpersonal Communication I,0162-7110-02,רפואה/סיעוד - תכנית בסיסית,א',,,,,שיעור,
פתולוגיה כללית וספציפית,General  and Specific Pathology,0162-7112-01,רפואה/סיעוד - תכנית בסיסית,ב',1200 - 0800,ה',102,מקצוע בריאות,שיעור,"ד""ר אטלי גיתית"
גנטיקה ואמבריולוגיה,Genetics and Embriology,0162-7113-01,רפואה/סיעוד - תכנית בסיסית,ב',1400 - 1200,ה',102,מקצוע בריאות,שיעור,"ד""ר סביון שושנה#ד""ר שקדי דגנית"
סיעוד המבוגר-עיוני,Medical-Surgical Nursing,0162-7115-01,רפואה/סיעוד - תכנית בסיסית,ב',,,,,שיעור,
סיעוד המבוגר-עיוני,Medical-Surgical Nursing,0162-7115-02,רפואה/סיעוד - תכנית בסיסית,ב',,,,,שיעור,
סיעוד המבוגר-קליני,Medical-Surgical Nursing - Clinical Practicing,0162-7116-01,רפואה/סיעוד - תכנית בסיסית,ב',,,,,עבודה מע,
סיעוד המבוגר-קליני,Medical-Surgical Nursing - Clinical Practicing,0162-7116-02,רפואה/סיעוד - תכנית בסיסית,ב',,,,,עבודה מע,
"התנהגות מקצועית, תיאוריות בסיעוד, רווחה בריאות וחולי",Professional Behavior and Nursing Theory  in Health and Illness,0162-7131-01,רפואה/סיעוד - תכנית בסיסית,א',1000 - 0800,ג',102,מקצוע בריאות,שיעור,"ד""ר בן נתן מירב"
קבלת החלטות בסיעוד,Decision Making in Nursing,0162-7132-01,רפואה/סיעוד - תכנית בסיסית,א',,,,,שיעור,
קבלת החלטות בסיעוד,Decision Making in Nursing,0162-7132-02,רפואה/סיעוד - תכנית בסיסית,א',,,,,שיעור,
מבוא לסוציולוגיה וסוציולוגיה של הבריאות - הסבת אקדמאים,Introduction to Sociology and Sociology of Health-Second Career Nursing Program,0162-7200-01,רפואה/סיעוד - תכנית בסיסית,א',1500 - 1200,ה',102,מקצוע בריאות,שיעור,"ד""ר זיו  וייס רבקה"
סיעוד חולה הנפש - עיוני,Psychiatric Nursing (Drugs and Alcoholn Included,0162-7201-01,רפואה/סיעוד - תכנית בסיסית,א',,,,,שיעור,
סיעוד חולה הנפש - עיוני,Psychiatric Nursing (Drugs and Alcoholn Included,0162-7201-02,רפואה/סיעוד - תכנית בסיסית,א',,,,,שיעור,
סיעוד הילד עיוני,Pediatric Nursing,0162-7202-01,רפואה/סיעוד - תכנית בסיסית,א',,,,,שיעור,
סיעוד הילד עיוני,Pediatric Nursing,0162-7202-02,רפואה/סיעוד - תכנית בסיסית,א',,,,,שיעור,
התנסות המחלקה לרפואה דחופה (טראומה),Emergency Nursing - Clinical Practicing,0162-7205-01,רפואה/סיעוד - תכנית בסיסית,ב',,,,,עבודה מע,
התנסות המחלקה לרפואה דחופה (טראומה),Emergency Nursing - Clinical Practicing,0162-7205-02,רפואה/סיעוד - תכנית בסיסית,ב',,,,,עבודה מע,
התנסות קלינית בקהילה,Community Health Nursing - Clinical Practicing,0162-7206-01,רפואה/סיעוד - תכנית בסיסית,ב',,,,,עבודה מע,
התנסות קלינית בקהילה,Community Health Nursing - Clinical Practicing,0162-7206-02,רפואה/סיעוד - תכנית בסיסית,ב',,,,,עבודה מע,
סיעוד הזקן עיוני,Geriatric Nursing,0162-7207-01,רפואה/סיעוד - תכנית בסיסית,ב',1800 - 1600,ב',110,מקצוע בריאות,שיעור,"ד""ר נסים שרה"
סיעוד האישה קליני מעשי,Obstetrics and Gynecolgy Nursing - Clinical Practicing,0162-7208-01,רפואה/סיעוד - תכנית בסיסית,ב',,,,,עבודה מע,
סיעוד האישה קליני מעשי,Obstetrics and Gynecolgy Nursing - Clinical Practicing,0162-7208-02,רפואה/סיעוד - תכנית בסיסית,ב',,,,,עבודה מע,
"סיעוד בקהילה, בריאות העובד והסביבה",Occupational Health,0162-7213-01,רפואה/סיעוד - תכנית בסיסית,ב',1600 - 1400,ב',110,מקצוע בריאות,שיעור,גב' פפרני מרינה
סיעוד הילד קליני מעשי,Pediatric Nursing Clinical Practicing (In Hospital),0162-7215-01,רפואה/סיעוד - תכנית בסיסית,ב',,,,,עבודה מע,
סיעוד הילד קליני מעשי,Pediatric Nursing Clinical Practicing (In Hospital),0162-7215-02,רפואה/סיעוד - תכנית בסיסית,ב',,,,,עבודה מע,
סיעוד המבוגר קליני שנה ב מעשי,Clinical Experiencein in Hospitalqaduld Nursing,0162-7216-01,רפואה/סיעוד - תכנית בסיסית,א',,,,,עבודה מע,
סיעוד המבוגר קליני שנה ב מעשי,Clinical Experiencein in Hospitalqaduld Nursing,0162-7216-02,רפואה/סיעוד - תכנית בסיסית,א',,,,,עבודה מע,
מבוא לאפדמיולוגיה,Introduction to Epidemiology,0162-7218-01,רפואה/סיעוד - תכנית בסיסית,ב',1400 - 1200,ב',110,מקצוע בריאות,שיעור,פרופ חודיק גבריאל
מבוא לפסיכולוגיה -הסבת אקדמאים,Introduction to Psychology - Second Career Nursing Program,0162-7220-01,רפואה/סיעוד - תכנית בסיסית,א',1700 - 1500,ה',102,מקצוע בריאות,שיעור,פרופ בר-טל יורם
סיעוד מבוסס ראיות,Evidence-Based Nursing,0162-7224-01,רפואה/סיעוד - תכנית בסיסית,ב',1600 - 1400,ב',110,מקצוע בריאות,שיעור,"ד""ר עמית אהרון ענת"
סיעוד האישה עיוני,Maternity Nursing,0162-7225-01,רפואה/סיעוד - תכנית בסיסית,א',,,,,שיעור,
סיעוד האישה עיוני,Maternity Nursing,0162-7225-02,רפואה/סיעוד - תכנית בסיסית,א',,,,,שיעור,
פסיכולוגיה התפתחותית לסיעוד,Developmental Psychology for Nurses,0162-7230-01,רפואה/סיעוד - תכנית בסיסית,ב',1600 - 1400,ה',102,מקצוע בריאות,שיעור,
סטטיסטיקה ושיטות מחקר - הסבת אקדמאים,Statistics and Research Methods - Second Career Nursing Program,0162-7300-01,רפואה/סיעוד - תכנית בסיסית,א',1100 - 0800,ב',102,מקצוע בריאות,שיעור,"ד""ר פרידלנדר ליפסיק אנאבל"
התנסות קלינית מתקדמת,Advanced Clinical Practicing,0162-7304-01,רפואה/סיעוד - תכנית בסיסית,א',,,,,עבודה מע,
סמינר קליני,Clinical Seminar,0162-7306-01,רפואה/סיעוד - תכנית בסיסית,א',,,,,סמינר,
סמינר קליני,Clinical Seminar,0162-7306-02,רפואה/סיעוד - תכנית בסיסית,א',,,,,סמינר,
בטיחות הטיפול בסיעוד,Patient safety in nursing,0162-7307-01,רפואה/סיעוד - תכנית בסיסית,א',1600 - 1400,ה',111,מקצוע בריאות,שיעור,"ד""ר קגן איליה"
ניהול טיפול,Care Management,0162-7308-01,רפואה/סיעוד - תכנית בסיסית,א',1400 - 1200,ה',111,מקצוע בריאות,שיעור,גב' רוזני ויאולטה
קידום בריאות,Health Promotion,0162-7310-01,רפואה/סיעוד - תכנית בסיסית,א',1200 - 1000,ה',111,מקצוע בריאות,שיעור,"ד""ר עמית אהרון ענת"
כלכלת בריאות,Health Economics,0162-7311-01,רפואה/סיעוד - תכנית בסיסית,א',1000 - 0800,ה',111,מקצוע בריאות,שיעור,"ד""ר ניסן אסתר"
בטיחות הטיפול - הלכה למעשה,Safety of treatment - in practice,0162-8102-01,רפואה/סיעוד - תכנית בסיסית,ב',,,,,שיעור,
מבוא ואוריינטציה לחיל הרפואה והסיעוד בצ.ה.ל,Introduction and orientation to Medical and nursing Corps in the IDF,0162-8104-01,רפואה/סיעוד - תכנית בסיסית,ב',,,,,שיעור,
סיעוד מבוסס ראיות,Evidence-Based Nursing,0162-8106-01,רפואה/סיעוד - תכנית בסיסית,א',,,,,שיעור,
מבוא לכלכלת בריאות,Introduction to Health Economics,0162-8107-01,רפואה/סיעוד - תכנית בסיסית,א',2000 - 1800,א',,,שיעור,"ד""ר ניסן אסתר"
ניהול אתגרים בסיעוד הצבאי,Managing Challenges in the Military Nursing,0162-8202-01,רפואה/סיעוד - תכנית בסיסית,ב',,,,,שיעור,
סמינר קליני,Clinical Seminar,0162-8206-01,רפואה/סיעוד - תכנית בסיסית,ב',,,,,סמינר,
תוכנית ייחודית - התנסות קלינית,Particular Program - Clinical Practice,0162-8207-01,רפואה/סיעוד - תכנית בסיסית,ב',,,,,עבודה מע,
קידום בריאות,Health Promotion,0162-8312-01,רפואה/סיעוד - תכנית בסיסית,א',1000 - 0800,ה',,,שיעור,גב' רוסטמי נירה
סיעוד המבוגר התנסות קלינית ג',Clinical Experience in Adult Nursing-Iii,0162-9121-01,רפואה/סיעוד - תכנית בסיסית,א',,,,,עבודה מע,
מחלקה דחופה-התנסות קלינית- א,Clinical Experience in Emergency Nursing - i,0162-9126-01,רפואה/סיעוד - תכנית בסיסית,א',,,,,עבודה מע,
סמינר קליני,Clinical Seminar,0162-9128-01,רפואה/סיעוד - תכנית בסיסית,א',,,,,סמינר,
סמינר מחקר - א (שנה ג'),Research Seminar - i,0162-9129-01,רפואה/סיעוד - תכנית בסיסית,ב',,,,,סמינר,
סיעוד הילד  והמתבגר- עיוני,Pediatric Nursing,0162-9130-01,רפואה/סיעוד - תכנית בסיסית,ב',,,,,שיעור,
סיעוד האישה - עיוני,Maternity Nursing,0162-9132-01,רפואה/סיעוד - תכנית בסיסית,ב',,,,,שיעור,
סיעוד הילד והמבוגר - התנסות קלינית,Peduatric Nursing in Hospit.and Comuni./Clinical Experience,0162-9133-01,רפואה/סיעוד - תכנית בסיסית,ב',,,,,עבודה מע,
תכנית ייחודית,Unique Program,0162-9134-01,רפואה/סיעוד - תכנית בסיסית,ב',,,,,שיעור,
סיעוד במצבי חירום,Emergency Nursing,0162-9135-01,רפואה/סיעוד - תכנית בסיסית,ב',,,,,שיעור,
הכרת משאבי הספריה-סיעוד,Bibliographical Exercise,0163-1207-01,רפואה/סיעוד,א',,,,,הדרכה בי,
סוגיות בניהול ומנהיגות בסיעוד,Issues in Management and Leadership in Nursing,0163-4118-01,רפואה/סיעוד,ב',1000 - 0800,ד',102,מקצוע בריאות,שיעור,"ד""ר קורן אלה"
סיעוד בעידן הטכנולוגי,Managing Treatment in the  Thecnological Age,0163-4119-01,רפואה/סיעוד,א',1200 - 1000,ד',111,מקצוע בריאות,שיעור,"ד""ר ורשבסקי סיגלית"
בסיסים תאורטיים לקליניקה,Theoretical Basis of Clinical Work,0163-4121-01,רפואה/סיעוד,א',1000 - 0800,ג',208,מקצוע בריאות,שיעור ות,גב' גל ברכה
התנסות קלינית,Research in Nursing Seminar,0163-4122-01,רפואה/סיעוד,א',1200 - 1000,ג',208,מקצוע בריאות,שיעור ות,גב' גל ברכה
סוגיות נבחרות בניהול המשאב האנושי,Issues in Management of Human Resource,0163-4123-01,רפואה/סיעוד,א',1130 - 0830,ג',211,מקצוע בריאות,סמינר,"ד""ר קורן אלה"
היבטים כלכליים בניהול מערכות בריאות,Basic of Economics and Health Economics,0163-4124-01,רפואה/סיעוד,ב',1800 - 1500,ג',211,מקצוע בריאות,שיעור,"ד""ר ניסן אסתר"
ניהול ומידע בארגון,Managing Corporate Information,0163-4126-01,רפואה/סיעוד,ב',1000 - 0800,ג',211,מקצוע בריאות,שיעור,מר שדה משה
איכות ובטיחות הטיפול בסיעוד,Quality and Safety in Mental Health,0163-4129-01,רפואה/סיעוד,ב',1800 - 1600,ד',111,מקצוע בריאות,שיעור,גב' קיגלי רונית
שיטות מחקר לתואר שני,Research Methods,0163-4133-01,רפואה/סיעוד,א'#א',1600 - 1500#1500 - 1300,ד'#ד',211 #211,מקצוע בריאות#מקצוע בריאות,שיעור ות#שיעור ות,#פרופ בר-טל יורם
שיטות מחקר לתואר שני,Research Methods,0163-4133-02,רפואה/סיעוד,א'#א',1500 - 1300#1600 - 1500,ד'#ד',208 #208,מקצוע בריאות#מקצוע בריאות,שיעור ות#שיעור ות,"ד""ר פרידלנדר ליפסיק אנאבל"
מודל התערבות קצרת מועד משפחתי וקבוצתי,Short-term intervention model family and group,0163-4202-01,רפואה/סיעוד,א'#ב',1600 - 1400#1400 - 1200,ג'#ג',211 #209,מקצוע בריאות#מקצוע בריאות,שיעור ות#שיעור ות,גב' דרורי הירשברגר מרגלית דינה#גב' קיגלי רונית
סמינר מתקדם במחקר - תזיס,Advanced Research Seminar,0163-4900-01,רפואה/סיעוד,א',,,,,סמינר,
ניהול טיפול בבריאות נשים ומשפחה,Treatment Management Seminar in Women'S and Family Health,0163-4932-01,רפואה/סיעוד,א',1200 - 1000,ד',208,מקצוע בריאות,שיעור,גב' קרייזר דורית
מדיניות בריאות וסיעוד,Policy in Nursing Management,0163-4934-01,רפואה/סיעוד,ב',1800 - 1600,ד',211,מקצוע בריאות,שיעור,גב' סממה אסתר
קידום בריאות,Health Promotion,0163-4935-01,רפואה/סיעוד,ב',1900 - 1600,ג',208,מקצוע בריאות,שיעור,"ד""ר עמית אהרון ענת"
סיעוד בראי המשפט,The Reflection of Nursing in Law,0163-4938-01,רפואה/סיעוד,ב',1600 - 1400,ד',106,מקצוע בריאות,שיעור,"ד""ר אסמן אורן"
סיעוד בראי המשפט,The Reflection of Nursing in Law,0163-4938-02,רפואה/סיעוד,ב',1600 - 1400,ד',208,מקצוע בריאות,שיעור,גב' ליברטי עדי
כתיבה מדעית וקריאה ביקורתית,Scientific Writing,0163-4944-01,רפואה/סיעוד,א'#א'#א',1730 - 1600#1915 - 1745#2000 - 1600,ד'#ד'#ד',102 #102 #103,מקצוע בריאות#מקצוע בריאות#מקצוע בריאות,שיעור ות#שיעור ות#שיעור ות,"ד""ר נבון ליאורה#גב' סלומיאנסקי ליאורה"
שיווק במערכות בריאות,Marketing for Healthcare Organizations,0163-4949-01,רפואה/סיעוד,א',2000 - 1700,ג',211,מקצוע בריאות,שיעור,מר בן-חיים מאיר
